"YEAR","state","incidence"
"1995","TENNESSEE","0.0"
"1996","TENNESSEE","0.04"
"1997","TENNESSEE","0.05"
"1998","TENNESSEE","0.0"
"1999","TENNESSEE","0.0"
"2000","TENNESSEE","0.0"
"2001","TENNESSEE","0.0"
"2002","TENNESSEE","0.0"
"2003","TENNESSEE","0.0"
"1928","TEXAS","97.35"
"1929","TEXAS","71.28"
"1930","TEXAS","73.12"
"1931","TEXAS","39.56"
"1932","TEXAS","76.58"
"1933","TEXAS","361.4"
"1934","TEXAS","490.66"
"1935","TEXAS","64.07"
"1936","TEXAS","125.58"
"1937","TEXAS","235.14"
"1938","TEXAS","95.34"
"1939","TEXAS","115.98"
"1940","TEXAS","249.88"
"1941","TEXAS","308.34"
"1942","TEXAS","517.23"
"1943","TEXAS","233.42"
"1944","TEXAS","542.2"
"1945","TEXAS","188.86"
"1946","TEXAS","410.13"
"1947","TEXAS","109.48"
"1948","TEXAS","583.88"
"1949","TEXAS","749.48"
"1950","TEXAS","175.65"
"1951","TEXAS","808.78"
"1952","TEXAS","283.26"
"1953","TEXAS","885.82"
"1954","TEXAS","906.12"
"1955","TEXAS","455.73"
"1956","TEXAS","755.24"
"1957","TEXAS","471.87"
"1958","TEXAS","889.53"
"1959","TEXAS","360.65"
"1960","TEXAS","516.19"
"1961","TEXAS","164.07"
"1962","TEXAS","665.61"
"1963","TEXAS","164.36"
"1964","TEXAS","383.18"
"1965","TEXAS","284.32"
"1966","TEXAS","239.95"
"1967","TEXAS","125.32"
"1968","TEXAS","47.58"
"1969","TEXAS","44.87"
"1970","TEXAS","72.35"
"1971","TEXAS","77.41"
"1972","TEXAS","13.17"
"1973","TEXAS","4.06"
"1974","TEXAS","1.43"
"1975","TEXAS","2.23"
"1976","TEXAS","2.04"
"1977","TEXAS","13.99"
"1978","TEXAS","7.54"
"1979","TEXAS","4.54"
"1980","TEXAS","1.34"
"1981","TEXAS","6.03"
"1982","TEXAS","1.15"
"1983","TEXAS","0.24"
"1984","TEXAS","3.33"
"1985","TEXAS","2.56"
"1986","TEXAS","2.27"
"1987","TEXAS","2.51"
"1988","TEXAS","0.09"
"1989","TEXAS","18.43"
"1990","TEXAS","22.86"
"1991","TEXAS","1.23"
"1992","TEXAS","5.67"
"1993","TEXAS","0.06"
"1994","TEXAS","0.1"
"1995","TEXAS","0.09"
"1996","TEXAS","0.18"
"1997","TEXAS","0.07"
"1998","TEXAS","0.0"
"1999","TEXAS","0.01"
"2000","TEXAS","0.0"
"2001","TEXAS","0.0"
"2002","TEXAS","0.0"
"2003","TEXAS","0.0"
"1928","UTAH","16.83"
"1929","UTAH","68.9"
"1930","UTAH","1044.79"
"1931","UTAH","29.72"
"1932","UTAH","13.91"
"1933","UTAH","402.1"
"1934","UTAH","2184.87"
"1935","UTAH","50.16"
"1936","UTAH","117.89"
"1937","UTAH","396.79"
"1938","UTAH","1808.86"
"1939","UTAH","1002.23"
"1940","UTAH","1363.22"
"1941","UTAH","281.09"
"1942","UTAH","2589.06"
"1943","UTAH","1211.27"
"1944","UTAH","200.67"
"1945","UTAH","746.1"
"1946","UTAH","1244.57"
"1947","UTAH","99.24"
"1948","UTAH","910.94"
"1949","UTAH","526.54"
"1950","UTAH","879.2"
"1951","UTAH","331.4"
"1952","UTAH","652.51"
"1953","UTAH","775.41"
"1954","UTAH","1043.86"
"1955","UTAH","101.05"
"1956","UTAH","284.17"
"1957","UTAH","1749.89"
"1958","UTAH","458.83"
"1959","UTAH","670.89"
"1960","UTAH","551.77"
"1961","UTAH","179.6"
"1962","UTAH","430.57"
"1963","UTAH","316.23"
"1964","UTAH","260.75"
"1965","UTAH","444.86"
"1966","UTAH","68.2"
"1967","UTAH","37.81"
"1968","UTAH","2.04"
"1969","UTAH","1.09"
"1970","UTAH","3.52"
"1971","UTAH","30.04"
"1972","UTAH","13.71"
"1973","UTAH","10.74"
"1974","UTAH","1.21"
"1975","UTAH","27.85"
"1976","UTAH","166.51"
"1977","UTAH","1.75"
"1978","UTAH","3.24"
"1979","UTAH","1.52"
"1980","UTAH","2.98"
"1981","UTAH","0.0"
"1982","UTAH","0.19"
"1983","UTAH","0.61"
"1984","UTAH","1.69"
"1985","UTAH","0.0"
"1986","UTAH","0.78"
"1987","UTAH","0.0"
"1988","UTAH","0.0"
"1989","UTAH","6.9"
"1990","UTAH","8.5"
"1991","UTAH","12.36"
"1992","UTAH","0.0"
"1993","UTAH","0.0"
"1994","UTAH","7.8"
"1995","UTAH","0.0"
"1996","UTAH","5.77"
"1997","UTAH","0.05"
"1998","UTAH","0.0"
"1999","UTAH","0.1"
"2000","UTAH","0.13"
"2001","UTAH","0.0"
"2002","UTAH","0.0"
"2003","UTAH","0.0"
"1928","VERMONT","334.8"
"1929","VERMONT","105.31"
"1930","VERMONT","236.69"
"1931","VERMONT","318.4"
"1932","VERMONT","1146.08"
"1933","VERMONT","312.58"
"1934","VERMONT","380.66"
"1935","VERMONT","389.3"
"1936","VERMONT","2974.79"
"1937","VERMONT","289.31"
"1938","VERMONT","1652.64"
"1939","VERMONT","1029.19"
"1940","VERMONT","241.07"
"1941","VERMONT","384.64"
"1942","VERMONT","1071.29"
"1943","VERMONT","2323.73"
"1944","VERMONT","751.46"
"1945","VERMONT","179.96"
"1946","VERMONT","858.63"
"1947","VERMONT","1348.83"
"1948","VERMONT","407.12"
"1949","VERMONT","1711.37"
"1950","VERMONT","157.47"
"1951","VERMONT","1130.93"
"1952","VERMONT","1397.32"
"1953","VERMONT","148.93"
"1954","VERMONT","760.21"
"1955","VERMONT","1894.94"
"1956","VERMONT","340.86"
"1957","VERMONT","761.46"
"1958","VERMONT","549.2"
"1959","VERMONT","525.59"
"1960","VERMONT","893.32"
"1961","VERMONT","295.88"
"1962","VERMONT","518.32"
"1963","VERMONT","405.8"
"1964","VERMONT","596.77"
"1965","VERMONT","360.66"
"1966","VERMONT","79.16"
"1967","VERMONT","9.96"
"1968","VERMONT","1.85"
"1969","VERMONT","0.69"
"1970","VERMONT","1.98"
"1971","VERMONT","26.6"
"1972","VERMONT","17.07"
"1973","VERMONT","25.57"
"1974","VERMONT","11.88"
"1975","VERMONT","15.28"
"1976","VERMONT","34.37"
"1977","VERMONT","47.16"
"1978","VERMONT","10.52"
"1979","VERMONT","23.31"
"1980","VERMONT","41.88"
"1981","VERMONT","0.38"
"1982","VERMONT","0.38"
"1983","VERMONT","0.0"
"1984","VERMONT","0.76"
"1985","VERMONT","0.0"
"1986","VERMONT","0.0"
"1987","VERMONT","3.99"
"1988","VERMONT","0.0"
"1989","VERMONT","0.18"
"1990","VERMONT","0.0"
"1991","VERMONT","0.71"
"1992","VERMONT","0.0"
"1993","VERMONT","5.36"
"1994","VERMONT","0.17"
"1995","VERMONT","0.0"
"1996","VERMONT","0.17"
"1997","VERMONT","9.88"
"1998","VERMONT","0.0"
"1999","VERMONT","0.0"
"2000","VERMONT","0.16"
"2001","VERMONT","0.16"
"2002","VERMONT","0.0"
"2003","VERMONT","0.0"
"1928","VIRGINIA","0.0"
"1929","VIRGINIA","0.0"
"1930","VIRGINIA","0.0"
"1931","VIRGINIA","0.0"
"1932","VIRGINIA","53.4"
"1933","VIRGINIA","351.88"
"1934","VIRGINIA","1158.76"
"1935","VIRGINIA","727.35"
"1936","VIRGINIA","127.83"
"1937","VIRGINIA","337.39"
"1938","VIRGINIA","475.81"
"1939","VIRGINIA","394.24"
"1940","VIRGINIA","203.84"
"1941","VIRGINIA","1035.28"
"1942","VIRGINIA","177.59"
"1943","VIRGINIA","341.34"
"1944","VIRGINIA","475.42"
"1945","VIRGINIA","64.45"
"1946","VIRGINIA","385.83"
"1947","VIRGINIA","242.18"
"1948","VIRGINIA","191.3"
"1949","VIRGINIA","649.31"
"1950","VIRGINIA","85.42"
"1951","VIRGINIA","408.71"
"1952","VIRGINIA","376.52"
"1953","VIRGINIA","138.96"
"1954","VIRGINIA","673.56"
"1955","VIRGINIA","120.1"
"1956","VIRGINIA","634.53"
"1957","VIRGINIA","128.67"
"1958","VIRGINIA","550.15"
"1959","VIRGINIA","349.29"
"1960","VIRGINIA","185.6"
"1961","VIRGINIA","285.95"
"1962","VIRGINIA","231.09"
"1963","VIRGINIA","172.45"
"1964","VIRGINIA","274.81"
"1965","VIRGINIA","93.32"
"1966","VIRGINIA","50.58"
"1967","VIRGINIA","51.99"
"1968","VIRGINIA","9.49"
"1969","VIRGINIA","20.26"
"1970","VIRGINIA","51.91"
"1971","VIRGINIA","32.37"
"1972","VIRGINIA","1.54"
"1973","VIRGINIA","8.74"
"1974","VIRGINIA","0.86"
"1975","VIRGINIA","0.85"
"1976","VIRGINIA","16.49"
"1977","VIRGINIA","50.79"
"1978","VIRGINIA","49.89"
"1979","VIRGINIA","6.01"
"1980","VIRGINIA","6.57"
"1981","VIRGINIA","0.24"
"1982","VIRGINIA","0.15"
"1983","VIRGINIA","0.37"
"1984","VIRGINIA","0.07"
"1985","VIRGINIA","0.47"
"1986","VIRGINIA","0.85"
"1987","VIRGINIA","0.02"
"1988","VIRGINIA","3.48"
"1989","VIRGINIA","0.42"
"1990","VIRGINIA","1.22"
"1991","VIRGINIA","0.36"
"1992","VIRGINIA","0.25"
"1993","VIRGINIA","0.0"
"1994","VIRGINIA","0.04"
"1995","VIRGINIA","0.0"
"1996","VIRGINIA","0.01"
"1997","VIRGINIA","0.03"
"1998","VIRGINIA","0.0"
"1999","VIRGINIA","0.25"
"2000","VIRGINIA","0.03"
"2001","VIRGINIA","0.01"
"2002","VIRGINIA","0.0"
"2003","VIRGINIA","0.0"
"1928","WASHINGTON","344.82"
"1929","WASHINGTON","248.6"
"1930","WASHINGTON","631.64"
"1931","WASHINGTON","197.43"
"1932","WASHINGTON","631.93"
"1933","WASHINGTON","155.84"
"1934","WASHINGTON","473.84"
"1935","WASHINGTON","525.47"
"1936","WASHINGTON","463.74"
"1937","WASHINGTON","103.34"
"1938","WASHINGTON","112.23"
"1939","WASHINGTON","1158.16"
"1940","WASHINGTON","919.59"
"1941","WASHINGTON","118.23"
"1942","WASHINGTON","645.64"
"1943","WASHINGTON","765.07"
"1944","WASHINGTON","264.04"
"1945","WASHINGTON","291.68"
"1946","WASHINGTON","513.61"
"1947","WASHINGTON","63.82"
"1948","WASHINGTON","482.29"
"1949","WASHINGTON","551.2"
"1950","WASHINGTON","142.61"
"1951","WASHINGTON","733.32"
"1952","WASHINGTON","243.78"
"1953","WASHINGTON","473.15"
"1954","WASHINGTON","857.47"
"1955","WASHINGTON","425.03"
"1956","WASHINGTON","481.3"
"1957","WASHINGTON","614.37"
"1958","WASHINGTON","384.18"
"1959","WASHINGTON","512.47"
"1960","WASHINGTON","456.2"
"1961","WASHINGTON","301.32"
"1962","WASHINGTON","704.07"
"1963","WASHINGTON","166.94"
"1964","WASHINGTON","674.69"
"1965","WASHINGTON","255.7"
"1966","WASHINGTON","166.67"
"1967","WASHINGTON","178.9"
"1968","WASHINGTON","18.25"
"1969","WASHINGTON","1.68"
"1970","WASHINGTON","19.71"
"1971","WASHINGTON","33.15"
"1972","WASHINGTON","28.37"
"1973","WASHINGTON","25.03"
"1974","WASHINGTON","2.22"
"1975","WASHINGTON","8.14"
"1976","WASHINGTON","10.26"
"1977","WASHINGTON","12.41"
"1978","WASHINGTON","10.62"
"1979","WASHINGTON","25.15"
"1980","WASHINGTON","4.05"
"1981","WASHINGTON","0.1"
"1982","WASHINGTON","0.85"
"1983","WASHINGTON","0.7"
"1984","WASHINGTON","3.91"
"1985","WASHINGTON","1.99"
"1986","WASHINGTON","4.71"
"1987","WASHINGTON","1.01"
"1988","WASHINGTON","0.15"
"1989","WASHINGTON","1.06"
"1990","WASHINGTON","6.71"
"1991","WASHINGTON","1.53"
"1992","WASHINGTON","0.0"
"1993","WASHINGTON","0.0"
"1994","WASHINGTON","0.0"
"1995","WASHINGTON","0.39"
"1996","WASHINGTON","0.92"
"1997","WASHINGTON","0.27"
"1998","WASHINGTON","0.0"
"1999","WASHINGTON","0.0"
"2000","WASHINGTON","0.0"
"2001","WASHINGTON","0.0"
"2002","WASHINGTON","0.0"
"2003","WASHINGTON","0.0"
"1928","WEST VIRGINIA","195.98"
"1929","WEST VIRGINIA","380.14"
"1930","WEST VIRGINIA","157.7"
"1931","WEST VIRGINIA","291.38"
"1932","WEST VIRGINIA","599.65"
"1933","WEST VIRGINIA","303.34"
"1934","WEST VIRGINIA","231.8"
"1935","WEST VIRGINIA","605.9"
"1936","WEST VIRGINIA","63.26"
"1937","WEST VIRGINIA","110.04"
"1938","WEST VIRGINIA","595.16"
"1939","WEST VIRGINIA","99.07"
"1940","WEST VIRGINIA","29.79"
"1941","WEST VIRGINIA","592.24"
"1942","WEST VIRGINIA","303.79"
"1943","WEST VIRGINIA","133.75"
"1944","WEST VIRGINIA","497.22"
"1945","WEST VIRGINIA","79.64"
"1946","WEST VIRGINIA","140.56"
"1947","WEST VIRGINIA","143.62"
"1948","WEST VIRGINIA","295.53"
"1949","WEST VIRGINIA","188.45"
"1950","WEST VIRGINIA","293.19"
"1951","WEST VIRGINIA","227.24"
"1952","WEST VIRGINIA","270.0"
"1953","WEST VIRGINIA","309.56"
"1954","WEST VIRGINIA","512.01"
"1955","WEST VIRGINIA","204.22"
"1956","WEST VIRGINIA","587.09"
"1957","WEST VIRGINIA","185.11"
"1958","WEST VIRGINIA","657.2"
"1959","WEST VIRGINIA","406.39"
"1960","WEST VIRGINIA","190.39"
"1961","WEST VIRGINIA","429.01"
"1962","WEST VIRGINIA","551.12"
"1963","WEST VIRGINIA","696.29"
"1964","WEST VIRGINIA","518.7"
"1965","WEST VIRGINIA","832.69"
"1966","WEST VIRGINIA","313.45"
"1967","WEST VIRGINIA","84.57"
"1968","WEST VIRGINIA","20.5"
"1969","WEST VIRGINIA","13.82"
"1970","WEST VIRGINIA","19.73"
"1971","WEST VIRGINIA","31.99"
"1972","WEST VIRGINIA","15.51"
"1973","WEST VIRGINIA","12.58"
"1974","WEST VIRGINIA","12.68"
"1975","WEST VIRGINIA","11.73"
"1976","WEST VIRGINIA","11.01"
"1977","WEST VIRGINIA","13.87"
"1978","WEST VIRGINIA","45.55"
"1979","WEST VIRGINIA","4.54"
"1980","WEST VIRGINIA","1.75"
"1981","WEST VIRGINIA","0.6"
"1982","WEST VIRGINIA","0.1"
"1983","WEST VIRGINIA","0.05"
"1984","WEST VIRGINIA","0.0"
"1985","WEST VIRGINIA","2.51"
"1986","WEST VIRGINIA","0.11"
"1987","WEST VIRGINIA","0.0"
"1988","WEST VIRGINIA","0.33"
"1989","WEST VIRGINIA","2.95"
"1990","WEST VIRGINIA","0.33"
"1991","WEST VIRGINIA","0.0"
"1992","WEST VIRGINIA","0.0"
"1993","WEST VIRGINIA","0.0"
"1994","WEST VIRGINIA","1.98"
"1995","WEST VIRGINIA","0.0"
"1996","WEST VIRGINIA","0.0"
"1997","WEST VIRGINIA","0.05"
"1998","WEST VIRGINIA","0.0"
"1999","WEST VIRGINIA","0.0"
"2000","WEST VIRGINIA","0.0"
"2001","WEST VIRGINIA","0.0"
"2002","WEST VIRGINIA","0.0"
"2003","WEST VIRGINIA","0.0"
"1928","WISCONSIN","124.61"
"1929","WISCONSIN","1016.54"
"1930","WISCONSIN","748.58"
"1931","WISCONSIN","506.57"
"1932","WISCONSIN","935.31"
"1933","WISCONSIN","317.48"
"1934","WISCONSIN","1332.84"
"1935","WISCONSIN","1415.38"
"1936","WISCONSIN","126.57"
"1937","WISCONSIN","66.55"
"1938","WISCONSIN","2348.05"
"1939","WISCONSIN","768.04"
"1940","WISCONSIN","636.45"
"1941","WISCONSIN","993.07"
"1942","WISCONSIN","781.79"
"1943","WISCONSIN","1290.54"
"1944","WISCONSIN","1407.91"
"1945","WISCONSIN","165.52"
"1946","WISCONSIN","1333.6"
"1947","WISCONSIN","383.14"
"1948","WISCONSIN","926.15"
"1949","WISCONSIN","1171.07"
"1950","WISCONSIN","546.71"
"1951","WISCONSIN","958.07"
"1952","WISCONSIN","1140.83"
"1953","WISCONSIN","1166.84"
"1954","WISCONSIN","289.57"
"1955","WISCONSIN","1389.05"
"1956","WISCONSIN","715.74"
"1957","WISCONSIN","980.76"
"1958","WISCONSIN","1665.37"
"1959","WISCONSIN","384.77"
"1960","WISCONSIN","1090.16"
"1961","WISCONSIN","932.93"
"1962","WISCONSIN","365.34"
"1963","WISCONSIN","1413.07"
"1964","WISCONSIN","370.35"
"1965","WISCONSIN","482.22"
"1966","WISCONSIN","736.07"
"1967","WISCONSIN","49.53"
"1968","WISCONSIN","31.89"
"1969","WISCONSIN","15.33"
"1970","WISCONSIN","31.02"
"1971","WISCONSIN","87.53"
"1972","WISCONSIN","76.34"
"1973","WISCONSIN","29.97"
"1974","WISCONSIN","13.9"
"1975","WISCONSIN","32.03"
"1976","WISCONSIN","88.54"
"1977","WISCONSIN","45.35"
"1978","WISCONSIN","33.27"
"1979","WISCONSIN","13.76"
"1980","WISCONSIN","31.29"
"1981","WISCONSIN","0.12"
"1982","WISCONSIN","0.02"
"1983","WISCONSIN","0.0"
"1984","WISCONSIN","0.65"
"1985","WISCONSIN","1.2"
"1986","WISCONSIN","5.85"
"1987","WISCONSIN","3.02"
"1988","WISCONSIN","0.0"
"1989","WISCONSIN","6.44"
"1990","WISCONSIN","13.39"
"1991","WISCONSIN","0.14"
"1992","WISCONSIN","0.0"
"1993","WISCONSIN","0.0"
"1994","WISCONSIN","0.04"
"1995","WISCONSIN","0.0"
"1996","WISCONSIN","0.02"
"1997","WISCONSIN","0.0"
"1998","WISCONSIN","0.0"
"1999","WISCONSIN","0.0"
"2000","WISCONSIN","0.0"
"2001","WISCONSIN","0.0"
"2002","WISCONSIN","0.0"
"2003","WISCONSIN","0.0"
"1928","WYOMING","227.0"
"1929","WYOMING","312.16"
"1930","WYOMING","341.55"
"1931","WYOMING","60.69"
"1932","WYOMING","242.1"
"1933","WYOMING","249.06"
"1934","WYOMING","967.44"
"1935","WYOMING","935.42"
"1936","WYOMING","57.52"
"1937","WYOMING","69.91"
"1938","WYOMING","360.59"
"1939","WYOMING","1392.34"
"1940","WYOMING","393.6"
"1941","WYOMING","381.73"
"1942","WYOMING","635.27"
"1943","WYOMING","1088.61"
"1944","WYOMING","728.08"
"1945","WYOMING","157.58"
"1946","WYOMING","397.59"
"1947","WYOMING","170.19"
"1948","WYOMING","805.41"
"1949","WYOMING","201.42"
"1950","WYOMING","209.99"
"1951","WYOMING","753.58"
"1952","WYOMING","231.75"
"1953","WYOMING","497.54"
"1954","WYOMING","391.79"
"1955","WYOMING","180.83"
"1956","WYOMING","640.69"
"1957","WYOMING","69.46"
"1958","WYOMING","433.31"
"1959","WYOMING","281.2"
"1960","WYOMING","209.63"
"1961","WYOMING","143.65"
"1962","WYOMING","142.93"
"1963","WYOMING","97.92"
"1964","WYOMING","84.29"
"1965","WYOMING","226.15"
"1966","WYOMING","72.79"
"1967","WYOMING","64.27"
"1968","WYOMING","17.0"
"1969","WYOMING","2.43"
"1970","WYOMING","3.23"
"1971","WYOMING","24.49"
"1972","WYOMING","14.4"
"1973","WYOMING","19.68"
"1974","WYOMING","4.46"
"1975","WYOMING","0.75"
"1976","WYOMING","0.97"
"1977","WYOMING","5.77"
"1978","WYOMING","0.0"
"1979","WYOMING","0.43"
"1980","WYOMING","0.0"
"1981","WYOMING","0.2"
"1982","WYOMING","0.0"
"1983","WYOMING","0.0"
"1984","WYOMING","0.0"
"1985","WYOMING","1.01"
"1986","WYOMING","0.0"
"1987","WYOMING","0.0"
"1988","WYOMING","0.0"
"1989","WYOMING","0.0"
"1990","WYOMING","0.0"
"1991","WYOMING","0.65"
"1992","WYOMING","0.21"
"1993","WYOMING","0.0"
"1994","WYOMING","0.0"
"1995","WYOMING","0.0"
"1996","WYOMING","0.2"
"1997","WYOMING","0.61"
"1998","WYOMING","0.0"
"1999","WYOMING","0.0"
"2000","WYOMING","0.0"
"2001","WYOMING","0.0"
"2002","WYOMING","0.0"
"2003","WYOMING","0.0"
